ID,ACCOUNT_TYPE,LIMIT_BAL,GENDER,AGE,MARITAL_STATUS,EDUCATION,JOB_TYPE,HOUSING,LOAN,default payment in Jan 2022
X018534,Salary account,359049,Female,26,Married,Vocational degree,Technician,yes,no,0
X018535,Current account,169252,Female,25,Single,Secondary school,Part-time,no,no,0
X018536,Salary account,250502,Female,27,Married,Vocational degree,Technician,no,yes,0
X018537,Current account,80625,Female,27,Married,Primary school,Administration,no,no,0
X018538,Salary account,110813,Female,24,Divorced,unknown,unemployed,no,yes,0
X018539,Current account,19906,Female,22,Married,High school,Part-time,no,no,0
X018540,Savings account,20948,Female,23,Married,Primary school,Administration,no,no,1
X018541,Current account,60823,Female,24,Married,Primary school,Administration,yes,no,0
X018542,Current account,169035,Female,24,Single,Secondary school,Part-time,yes,no,0
X018543,Current account,149099,Female,22,Married,Middle school,Administration,yes,no,0
X018544,Current account,209869,Female,26,Married,High school,Part-time,no,no,0
X018545,Current account,230861,Female,25,Married,Primary school,Administration,no,no,0
X018546,Current account,160349,Female,27,Single,High school,Part-time,yes,no,0
X018547,Current account,150990,Female,23,Married,Secondary school,Administration,unknown,no,0
X018548,Current account,209770,Female,24,Married,College degree,House help,no,no,0
X018549,Current account,299307,Female,29,Single,High school,Part-time,no,no,0
X018550,Current account,340474,Female,29,Single,Secondary school,Administration,no,no,0
X018551,Salary account,150903,Female,23,Married,High school,Student,yes,yes,1
X018552,Savings account,49281,Female,27,Married,College degree,Entreprenuer,no,no,0
X018553,Savings account,159739,Female,26,Married,Primary school,Administration,yes,no,0
X018554,Current account,49589,Female,27,Married,Secondary school,House help,no,no,1
X018555,Savings account,69990,Female,24,Married,Primary school,Administration,yes,no,0
X018556,Current account,119239,Female,23,Married,Middle school,Administration,no,no,0
X018557,Salary account,199277,Female,23,Single,Vocational degree,Technician,no,yes,0
X018558,Current account,49135,Female,25,Single,Secondary school,Part-time,yes,no,0
X018559,Current account,310869,Female,26,Married,High school,Part-time,no,no,0
X018560,Current account,50161,Female,22,Married,Middle school,Administration,no,no,0
X018561,Salary account,299832,Female,26,Divorced,Vocational degree,Services,no,no,0
X018562,Current account,160145,Female,27,Married,High school,Part-time,yes,no,0
X018563,Current account,89882,Female,27,Divorced,Primary school,Administration,yes,no,0
X018564,Savings account,160972,Female,26,Divorced,College degree,Retired,yes,no,0
X018565,Savings account,499386,Female,23,Single,College degree,Entreprenuer,no,no,0
X018566,Current account,390403,Female,27,Single,High school,Part-time,yes,no,0
X018567,Current account,319429,Female,26,Single,Secondary school,Part-time,no,no,0
X018568,Current account,49684,Female,28,Married,Middle school,Administration,yes,no,0
X018569,Current account,199434,Female,27,Single,Middle school,Administration,no,no,0
X018570,Current account,90948,Female,28,Married,Middle school,Administration,yes,no,0
X018571,Current account,359320,Female,25,Married,Secondary school,Part-time,no,no,0
X018572,Salary account,179970,Female,29,Single,Vocational degree,Technician,no,no,0
X018573,Current account,59390,Female,23,Married,High school,Part-time,no,no,0
X018574,Savings account,249703,Female,25,Married,Primary school,Administration,no,no,0
X018575,Salary account,19428,Female,25,Married,Vocational degree,Technician,no,unknown,0
X018576,Current account,10107,Female,23,Single,Secondary school,Administration,no,no,0
X018577,Current account,109650,Female,22,Single,High school,House help,yes,no,0
X018578,Current account,149969,Female,25,Married,Secondary school,Administration,no,no,0
X018579,Current account,160206,Female,24,Married,High school,Part-time,yes,no,0
X018580,Salary account,29533,Female,24,Married,Vocational degree,Technician,no,yes,0
X018581,Current account,29609,Female,23,Married,High school,Part-time,yes,no,0
X018582,Current account,279154,Female,27,Divorced,Secondary school,Administration,yes,no,0
X018583,Salary account,119114,Female,30,Married,unknown,unknown,no,yes,0
X018584,Salary account,359753,Female,26,Married,Vocational degree,Services,yes,no,0
X018585,Salary account,80486,Female,28,Single,Vocational degree,Technician,no,yes,0
X018586,Current account,309840,Female,29,Single,College degree,House help,yes,no,0
X018587,Current account,80354,Female,29,Married,Middle school,Administration,yes,no,0
X018588,Current account,179090,Female,27,Married,Secondary school,Part-time,yes,no,0
X018589,Savings account,130875,Female,25,Divorced,College degree,Management,yes,no,0
X018590,Current account,70688,Female,25,Married,Primary school,Administration,yes,no,0
X018591,Salary account,399770,Female,26,Single,Vocational degree,Technician,no,unknown,0
X018592,Savings account,19645,Female,22,Single,Primary school,Administration,yes,no,0
X018593,Current account,30832,Female,22,Single,High school,Part-time,yes,no,0
X018594,Salary account,80154,Female,25,Married,Vocational degree,Technician,yes,no,0
X018595,Current account,149100,Female,25,Married,Secondary school,Part-time,yes,no,0
X018596,Current account,20596,Female,26,Married,Secondary school,Part-time,no,no,0
X018597,Current account,20434,Female,23,Married,Secondary school,Administration,yes,no,0
X018598,Current account,150791,Female,27,Single,Primary school,Administration,no,no,0
X018599,Savings account,60642,Female,29,Married,College degree,Management,no,no,0
X018600,Salary account,320561,Female,28,Married,Vocational degree,Entreprenuer,yes,no,0
X018601,Current account,80668,Female,25,Married,Secondary school,Part-time,no,no,0
X018602,Current account,130713,Female,25,Married,High school,Part-time,no,no,0
X018603,Salary account,399980,Female,25,Single,Vocational degree,Technician,yes,yes,0
X018604,Salary account,20554,Female,26,Divorced,Vocational degree,Technician,yes,unknown,0
X018605,Current account,59583,Female,23,Married,High school,Business owner,no,no,0
X018606,Current account,79215,Female,24,Single,Primary school,Administration,yes,no,0
X018607,Current account,49316,Female,23,Married,Middle school,Business owner,yes,no,1
X018608,Current account,20683,Female,25,Married,College degree,Management,no,no,0
X018609,Savings account,99878,Female,24,Married,College degree,Management,yes,no,0
X018610,Salary account,80699,Female,27,Married,High school,Student,yes,yes,1
X018611,Salary account,139565,Female,27,Married,High school,Entreprenuer,no,no,0
X018612,Current account,110354,Female,26,Married,Primary school,Administration,no,no,0
X018613,Current account,349143,Female,26,Married,High school,Part-time,yes,no,0
X018614,Current account,59867,Female,25,Single,High school,Part-time,yes,no,0
X018615,Salary account,50304,Female,25,Divorced,unknown,Unemployed,yes,yes,0
X018616,Current account,209140,Female,26,Married,High school,Business owner,unknown,no,0
X018617,Current account,50894,Female,27,Married,Middle school,Administration,yes,no,0
X018618,Current account,80517,Female,27,Married,Middle school,Administration,no,no,0
X018619,Salary account,30794,Female,24,Married,Secondary school,Retired,no,no,0
X018620,Current account,149866,Female,27,Divorced,Secondary school,Administration,yes,no,0
X018621,Salary account,19531,Female,24,Married,Vocational degree,Entreprenuer,yes,no,0
X018622,Salary account,270922,Female,24,Single,Vocational degree,Technician,no,yes,0
X018623,Salary account,49837,Female,26,Single,High school,Entreprenuer,no,no,0
X018624,Salary account,379604,Female,26,Married,Vocational degree,Technician,yes,no,0
X018625,Salary account,60394,Female,26,Married,Vocational degree,Entreprenuer,no,no,0
X018626,Current account,49058,Female,24,Married,Middle school,Business owner,yes,no,1
X018627,Current account,120773,Female,28,Married,High school,Business owner,yes,no,0
X018628,Salary account,259165,Female,24,Married,Vocational degree,Services,no,no,0
X018629,Current account,190211,Female,28,Married,High school,Part-time,yes,no,0
X018630,Salary account,50266,Female,26,Single,unknown,unemployed,no,yes,0
X018631,Current account,79639,Female,27,Married,High school,Business owner,no,no,0
X018632,Savings account,110422,Female,26,Married,Primary school,Administration,yes,no,1
X018633,Current account,50462,Female,28,Divorced,High school,Part-time,no,no,0
X018634,Current account,149401,Female,29,Divorced,Secondary school,Part-time,yes,no,0
X018635,Salary account,50732,Female,28,Married,unknown,Unemployed,no,yes,1
X018636,Current account,79884,Female,23,Married,Secondary school,Part-time,yes,no,0
X018637,Savings account,20064,Female,25,Single,College degree,Management,no,no,0
X018638,Current account,199975,Female,25,Single,High school,Part-time,no,no,0
X018639,Salary account,80685,Female,25,Single,Vocational degree,Technician,yes,yes,0
X018640,Salary account,70733,Female,27,Married,High school,Services,yes,no,0
X018641,Salary account,280804,Female,26,Divorced,Vocational degree,Entreprenuer,yes,no,0
X018642,Current account,159367,Female,24,Married,High school,Part-time,no,no,0
X018643,Salary account,89700,Female,24,Married,unknown,unemployed,no,yes,0
X018644,Current account,200021,Female,26,Single,High school,Part-time,yes,no,0
X018645,Current account,149097,Female,26,Single,Primary school,Administration,yes,no,0
X018646,Current account,79751,Female,25,Married,Secondary school,Administration,yes,no,0
X018647,Current account,390732,Female,28,Single,Secondary school,Administration,yes,no,0
X018648,Current account,190836,Female,29,Single,High school,Business owner,yes,no,0
X018649,Current account,239469,Female,26,Married,Secondary school,Administration,no,no,0
X018650,Salary account,200989,Female,31,Married,Vocational degree,Technician,no,yes,0
X018651,Salary account,130243,Female,28,Married,Vocational degree,Services,no,no,0
X018652,Salary account,99248,Female,31,Married,Vocational degree,Technician,yes,yes,0
X018653,Current account,190867,Female,27,Married,High school,Part-time,yes,no,0
X018654,Savings account,89399,Female,27,Single,College degree,Management,yes,no,0
X018655,Salary account,20827,Female,27,Single,unknown,Technician,yes,yes,0
X018656,Salary account,90713,Female,26,Divorced,Vocational degree,Services,no,no,0
X018657,Salary account,89816,Female,27,Married,Vocational degree,Services,yes,no,0
X018658,Current account,79775,Female,29,Married,High school,House help,yes,no,0
X018659,Current account,40097,Female,29,Single,Primary school,Administration,yes,no,0
X018660,Current account,49452,Female,21,Married,High school,House help,yes,no,0
X018661,Salary account,150322,Female,23,Married,Vocational degree,Services,yes,no,0
X018662,Current account,200817,Female,26,Married,Secondary school,Part-time,yes,no,0
X018663,Current account,20661,Female,29,Married,High school,Part-time,no,no,0
X018664,Current account,159476,Female,27,Married,High school,Business owner,yes,no,0
X018665,Current account,80610,Female,26,Married,High school,Part-time,yes,no,0
X018666,Current account,30272,Female,24,Married,Secondary school,Part-time,yes,no,0
X018667,Current account,49823,Female,21,Married,Secondary school,Part-time,no,no,0
X018668,Current account,310073,Female,25,Married,Primary school,Administration,no,no,0
X018669,Salary account,50914,Female,27,Married,College degree,Technician,no,yes,0
X018670,Salary account,199341,Female,28,Married,Vocational degree,Services,yes,no,0
X018671,Current account,20993,Female,24,Single,Middle school,Part-time,no,no,1
X018672,Salary account,30747,Female,24,Single,unknown,unemployed,no,yes,0
X018673,Current account,19372,Female,21,Married,Secondary school,Business owner,no,no,1
X018674,Salary account,49138,Female,21,Married,Vocational degree,Technician,yes,no,0
X018675,Current account,229582,Female,26,Married,Primary school,Administration,no,no,0
X018676,Salary account,130440,Female,27,Single,Vocational degree,Technician,no,yes,0
X018677,Current account,500116,Female,31,Married,College degree,Management,no,no,0
X018678,Current account,199036,Female,31,Married,College degree,Management,no,no,0
X018679,Current account,110166,Female,29,Single,College degree,Management,no,no,0
X018680,Current account,229463,Female,30,Married,Secondary school,Administration,yes,no,0
X018681,Current account,80865,Female,29,Single,Primary school,Administration,yes,no,0
X018682,Salary account,20391,Female,26,Single,College degree,Technician,yes,yes,0
X018683,Current account,120103,Female,26,Married,Middle school,Part-time,yes,no,1
X018684,Current account,200334,Female,25,Single,College degree,Management,yes,no,0
