ID,1M_BA,2M_BA,3M_BA,4M_BA,5M_BA,6M_BA,default payment in Jan 2022
X018493,3391,2558,20964,22427,21507,23094,0
X018494,0,117,1281,1656,0,0,0
X018495,-58,68699,70274,72608,75454,75436,0
X018496,13162,14764,16057,18545,13288,13521,0
X018497,65459,64060,46268,42882,30431,25623,0
X018498,131816,136171,139313,137603,96433,94117,0
X018499,70371,64479,31496,28980,26108,23260,0
X018500,71957,71059,70583,37271,28894,28356,0
X018501,81015,82077,83879,85441,84506,85785,0
X018502,28846,29458,30440,24983,25343,26023,0
X018503,107569,108056,43045,5003,3519,4138,0
X018504,27165,28126,21109,1551,0,0,0
X018505,78658,46218,75173,76818,58441,58208,0
X018506,60740,63754,68514,73532,123991,127935,0
X018507,22991,23959,24971,24056,24455,25031,0
X018508,12460,15121,14473,15480,15463,6339.83,0
X018509,4700,5706,8897,8538,8669,4421.19,1
X018510,2555,-707,-725,-570,-729,-569,0
X018511,40513,41142,28479,28885,29059,29274,0
X018512,66515,67444,69045,69972,50605,49437,0
X018513,17321,21752,21219,20327,19990,20045,0
X018514,28550,27042,27397,27420,28006,27477,1
X018515,25190,26323,25655,26509,27178,28270,0
X018516,3019,4056,4982,5961,6751,1012.65,0
X018517,8670,10499,12275,12694,22480,18109,0
X018518,0,1212,27340,27791,28495,29169,0
X018519,26431,27350,26566,29088,28458,28979,1
X018520,14326,10417,9387,10339,7959,7230,0
X018521,44686,42833,43347,45835,46024,47194,0
X018522,4932,10793,3782,56159,15728,5117,0
X018523,99,55,155,135,145,37.7,1
X018524,33802,35137,36296,36967,37947,42214,0
X018525,54120,55396,57410,10822,377,49952,0
X018526,32943,31335,31336,30895,24837,25926,0
X018527,49806,51006,51115,50958,19610,20123,0
X018528,37519,40753,38535,39395,39565,38605,0
X018529,203065,201514,158845,145737,139923,142292,0
X018530,0,0,0,0,0,0,0
X018531,1614,3547,2205,7567,1111,911,0
X018532,14823,3587,5825,1220,4569,1127,0
X018533,1936,494,200,2645,3141,5480,0
X018534,1236,83,54,-45,-57,2240,0
X018535,8091,6051,3557,32507,24721,25374,0
X018536,28510,138890,130978,83578,64838,52417,0
X018537,76440,81364,79423,78705,48839,50654,0
X018538,19985,20610,21707,22028,23186,24550,0
X018539,10600,3401,441,20505,18977,19766,0
X018540,11215,12297,12746,11266,6703,5155,1
X018541,29764,18712,15051,15672,5849,-2781,0
X018542,19018,14353,160186,160866,128743,124569,0
X018543,66789,64844,38933,24753,241,610,0
X018544,1046,4182,1870,7222,1565,2460,0
X018545,10429,7864,8989,13216,20135,3964,0
X018546,1553,0,525,1819,1736,862,0
X018547,38415,38668,32815,30700,24195,19974,0
X018548,4325,373,11273,1320,2589,1297,0
X018549,549,4635,0,0,0,343,0
X018550,7531,3020,1622,7769,4505,4953,0
X018551,2862,0,0,0,0,0,1
X018552,8535,2248,3289,2200,2485,730,0
X018553,710,3337,5149,3229,5466,1475.82,0
X018554,40004,43161,42227,43068,44155,45757,1
X018555,5462,5200,6330,9005,9204,6840,0
X018556,79080,46912,75645,42658,15988,2407,0
X018557,-78,712,0,1190,683,0,0
X018558,20032,19137,16910,16053,14566,12724,0
X018559,27636,24031,25305,25652,24374,17906,0
X018560,27799,27843,19660,20695,16312,16940,0
X018561,2913,3975,4699,2684,2083,20981,0
X018562,156841,153406,143386,141032,120835,115669,0
X018563,67022,65485,67516,69215,51302,50531,0
X018564,116712,94887,97544,78453,78553,81276,0
X018565,119144,163806,170267,162197,145086,118566,0
X018566,0,236,0,0,0,48332,0
X018567,320982,319361,319377,305266,188115,192076,0
X018568,3663,61,84,-70,-87,332,0
X018569,850,14920,5644,7600,13310,13922,0
X018570,4438,1907,342,0,0,0,0
X018571,12465,-11,1244,1152,61,-98,0
X018572,195,240,176,168,282,260,0
X018573,9904,7679,9548,10143,10022,11739,0
X018574,0,0,19445,20707,21227,21900,0
X018575,15288,2755,0,0,0,0,0
X018576,5745,6719,7911,7091,8311,7949,0
X018577,9358,108922,96949,94552,90887,85568,0
X018578,69326,2270,5226,17172,27229,3854,0
X018579,154287,130089,153203,29968,65735,53931,0
X018580,13881,13235,14397,16140,15426,15754,0
X018581,29490,29781,30726,27848,28272,28807,0
X018582,4691,1503,591,3770,534,-117,0
X018583,0,753,425,0,670,80,0
X018584,115785,102920,96460,85675,79128,72206,0
X018585,42089,43215,44205,42981,43543,41573,0
X018586,83838,86375,90867,89941,92247,94496,0
X018587,304,420,363,324,334,956,0
X018588,171266,172734,174657,176547,141759,143676,0
X018589,11130,3200,8593,5548,2887,9625,0
X018590,66428,68043,50872,31086,28721,10865,0
X018591,14901,12616,3897,469,1310,11935,0
X018592,19895,16000,16614,15461,18338,17319,0
X018593,4263,3860,1088,5368,8331,0,0
X018594,0,8954,341,0,0,405,0
X018595,11569,14971,17558,19755,20165,21620,0
X018596,5191,3730,10191,4841,0,0,0
X018597,1884,361,3261,1260,311,253,0
X018598,15051,5069,6647,54529,909,25635,0
X018599,41476,45011,38884,32063,30293,29841,0
X018600,120098,122293,112104,107378,106012,109561,0
X018601,724,2944,1933,2928,1468,1268,0
X018602,124043,127909,133362,0,0,0,0
X018603,187888,176376,190300,89099,39319,23491,0
X018604,15724,15976,6056,5751,4631,2321,0
X018605,6683,953,14002,4965,2111,1037,0
X018606,47887,45631,46665,46342,46826,47960,0
X018607,14254,16861,16397,17370,17928,18101,1
X018608,14780,15322,17620,19263,18702,20155,0
X018609,99257,97316,99332,101621,99542,101813,0
X018610,45114,47181,48857,47653,51047,51911,1
X018611,2629,4529,6254,7119,8191,1407,0
X018612,103061,99758,102036,82901,68526,65731,0
X018613,83419,76485,65075,61505,44636,51620,0
X018614,-217,-199,-276,-193,13622,11079,0
X018615,43810,42442,36568,15978,12149,12363,0
X018616,108029,107465,109038,96079,87649,82128,0
X018617,33762,34801,41764,15089,14027,17027,0
X018618,74260,75207,74833,75804,77500,78907,0
X018619,22416,23642,30751,29659,28874,16288,0
X018620,153097,149010,151603,151920,150730,148890,0
X018621,1015,8866,0,0,0,804,0
X018622,0,0,6350,0,0,0,0
X018623,41211,42217,43300,43801,44785,45715,0
X018624,118524,118788,120511,522,197,504,0
X018625,23471,25453,27583,29777,30251,30756,0
X018626,31360,32392,33480,32506,34277,3084.93,1
X018627,9184,29621,1969,0,0,10812,0
X018628,1578,19876,20321,21465,22647,21945,0
X018629,51828,50678,52114,51224,54293,54852,0
X018630,16799,17710,18905,20029,20353,20887,0
X018631,4267,0,0,2869,1818,2859,0
X018632,1762,433,217,846,3609,2056,1
X018633,28841,28485,26792,26970,27530,27096,0
X018634,35712,14693,36519,3137,7661,2962,0
X018635,708,321,420,833,431,443,1
X018636,83841,82023,81124,81422,60657,63235,0
X018637,22476,24051,25371,19053,18911,18477,0
X018638,225934,229694,233517,206492,145840,140225,0
X018639,694,4908,636,6173,0,0,0
X018640,33475,34825,35459,38289,42789,41411,0
X018641,189819,192315,195625,188919,186745,180298,0
X018642,2405,3417,4470,0,0,0,0
X018643,86167,87556,92994,89863,48641,41744,0
X018644,10610,0,2478,2499,2465,2416,0
X018645,0,377,0,0,0,1001,0
X018646,78944,78158,81632,78812,79351,80474,0
X018647,249272,253983,250726,253314,256227,257096,0
X018648,4680,4629,5528,7266,4682,2273,0
X018649,8518,1367,37261,1048,1586,7727,0
X018650,5597,28418,6210,5871,8770,15047,0
X018651,1513,1185,2761,3084,1984,839,0
X018652,118038,116770,114001,111054,107217,105435,0
X018653,4384,5440,20965,12904,10041,9980,0
X018654,84417,85720,86680,79521,78966,45960,0
X018655,6296,2456,4119,4425,3300,3313,0
X018656,50255,49026,53250,53870,54638,55580,0
X018657,86372,88435,90293,91346,92914,91295,0
X018658,74240,76802,79553,80237,52987,54087,0
X018659,31149,33791,33021,32164,34546,34009,0
X018660,25516,26995,26640,28020,27059,28233,0
X018661,78840,80485,87180,84824,85758,87448,0
X018662,0,225,47,389,403,288,0
X018663,15863,17185,17967,1818,1343,1220,0
X018664,27099,28095,21100,19995,15805,12574,0
X018665,79663,78163,68489,50407,44252,44427,0
X018666,28605,27815,27367,28105,28578,29178,0
X018667,2286,0,0,0,0,0,0
X018668,191839,185349,188171,187296,184227,183562,0
X018669,8154,5974,5680,6391,5532,2270,0
X018670,41861,17998,29851,11778,26932,4050,0
X018671,15508,16505,35015,19527,18981,18210,1
X018672,0,0,0,0,0,0,0
X018673,1077,1227,0,2712,530,0,1
X018674,28640,28610,23348,16296,9411,9466,0
X018675,24813,24518,3949,930,0,0,0
X018676,434,492,286,582,341,14865,0
X018677,14242,33652,33177,34660,36087,37450,0
X018678,78120,80895,82628,86245,88926,92414,0
X018679,7348,67,-82,-102,72,-28,0
X018680,6154,5886,8694,8316,10939,7272,0
X018681,36885,371,0,0,19697,5770,0
X018682,4689,0,0,0,0,0,0
X018683,15320,8240,9670,20177,10481,209.62,1
X018684,0,0,0,0,2979,3016,0
X018685,16101,15595,12684,11191,10967,11836,0
X018686,32959,33697,36693,38450,37450,54858,0
X018687,60736,60837,46265,44455,17770,17791,0
X018688,48394,51616,52568,52983,51517,54490,0
X018689,9354,6230,5104,2394,516,0,0
X018690,62608,63726,65183,66519,66908,69355,0
X018691,0,545,0,2366,0,0,0
X018692,2031,0,0,0,0,0,0
X018693,3166,1620,0,0,12678,30558,0
X018694,37034,36173,36413,37301,37170,37502,0
X018695,69751,72216,70498,59133,39432,20473,1
X018696,0,0,0,0,0,0,1
X018697,18041,18478,1295,9152,18452,710,0
X018698,4388,11694,1048,1967,13361,12,0
X018699,0,0,0,882,0,0,0
X018700,186501,188451,173617,163434,128140,113194,0
X018701,37102,39888,39008,41608,39123,8607.06,1
X018702,25854,26060,27419,28441,4635,4400,0
X018703,58749,44616,10407,104724,88338,90177,0
X018704,10587,12958,14279,13795,15568,15254,0
X018705,161125,156626,157072,177993,136858,139318,0
X018706,173491,171520,171720,166559,169034,164457,0
X018707,30962,29672,30583,32531,32662,33154,0
X018708,41470,40518,41436,35288,26884,23308,0
X018709,49963,49960,0,0,0,0,0
X018710,27047,27457,29788,29359,11218,4823.74,0
X018711,148287,144329,147017,136525,137678,141096,0
X018712,46213,47670,48858,47738,43067,44072,0
X018713,23233,8527,17902,18959,19322,21543,0
X018714,70257,71826,68382,68805,68886,69775,0
X018715,7948,4537,64506,65667,57502,31069,0
X018716,42878,44143,42473,43503,44602,45797,0
X018717,37691,27480,29814,354,211,10712,0
X018718,73422,73247,71705,12661,8766,9233,0
X018719,41982,41157,42349,44934,44079,46967,1
X018720,87621,91412,88720,65658,49478,50843,1
X018721,60120,54842,55102,54758,52455,52617,0
X018722,12361,3368,79747,49178,2881,-68,0
X018723,181141,167958,171831,169572,167898,166781,0
X018724,11773,100446,88178,65115,609,80247,0
X018725,1328,10139,14925,15983,18452,18813,0
X018726,95945,98114,100060,101221,97383,103117,1
X018727,9256,0,811,2191,0,0,0
X018728,46110,60007,45014,30783,15881,15914,0
X018729,120246,122662,123058,120329,121546,118630,0
X018730,52187,53108,54356,55763,57228,58639,0
X018732,80441,82926,80549,78027,29981,30279,1
X018733,56294,54930,55113,55494,56632,57152,0
X018734,44235,41852,46126,40668,0,0,0
X018735,26489,27424,30049,29221,31042,30559,0
X018736,53815,52201,55906,54508,59035,59118,0
X018737,50127,48945,50046,51086,52168,53243,0
X018738,9633,6501,3335,1602,-1926,2648,1
X018739,5285,4108,1338,3817,3450,429,1
X018740,0,0,0,0,0,0,0
X018741,2411,2356,0,4738,0,0,0
X018742,75078,0,0,0,51640,55678,0
X018743,25638,26074,27397,29090,26706,25961,0
X018744,11409,10948,14081,6855,0,0,0
X018745,217401,100590,74330,64459,24690,23417,0
X018746,33569,34851,31919,33400,34109,32278,0
X018747,13987,15080,16119,16833,17196,19915,0
X018748,11351,12652,12044,15787,15290,16826,0
X018749,60471,61360,60809,45648,40551,41130,0
X018750,22771,12248,14306,16169,9898,11182,0
X018751,11613,9530,10776,12703,16043,18824,0
X018752,210506,212415,205746,205311,192078,195577,0
X018753,2366,7233,0,0,0,1077,0
X018754,196984,182244,182596,166085,148233,142103,0
X018755,17079,9115,9782,8818,615,0,0
X018756,25383,18088,21174,36765,37135,24948,0
X018757,17441,4798,4584,32430,22436,119896,0
X018758,151247,153252,155221,155142,144591,148124,0
X018759,1870,284,6248,16541,6366,1730,0
X018760,74235,75193,77395,79007,83380,81759,0
X018761,38812,62816,1338,1082,1058,0,0
X018762,66570,46228,36797,35697,33194,35398,0
X018763,52875,16256,0,0,0,0,0
X018764,488,291,384,321,973,683,0
X018765,157178,161072,165122,168091,169207,171980,0
X018766,1833,601,4325,1428,278,0,0
X018767,0,0,221,188,18,0,0
X018768,3723,4735,7600,2882,0,0,0
X018769,58725,55294,56672,56331,16008,1223,0
X018770,26222,27035,27787,5860,11422,5223,0
X018771,6062,5375,6050,6549,6577,1841.56,0
X018772,795,387,1034,1178,-293,-170,0
X018773,54918,55934,55265,55952,56470,57441,1
X018774,19494,22113,23496,22731,23047,921.88,0
X018775,8289,43106,36748,31447,17404,35861,0
X018776,59035,18859,20372,23463,26531,28461,0
X018777,66938,32572,29757,31508,8555,10092,0
X018778,0,0,0,0,0,0,0
X018779,3367,80,361,25112,0,0,0
X018780,874,7932,9953,7007,3845,1508,0
X018781,1174,121,0,0,0,0,0
X018782,38492,20630,27970,12487,45115,19907,0
X018783,3235,0,0,1253,372,6010,0
X018784,41280,45818,33181,32053,23608,22836,0
X018785,18666,90529,86735,35728,5580,15115,0
X018786,16263,16841,18315,19368,19447,19982,0
X018787,22174,1036,576,1366,0,1104,0
X018788,36885,38012,36712,37249,37578,40282,0
X018789,59325,55072,54454,53582,53733,45527,0
X018790,8635,6707,9978,2695,0,0,0
X018791,25282,26584,27864,29166,29379,29879,0
X018792,113456,108131,109413,111322,56343,58230,0
X018794,103875,97170,99308,101985,102684,105930,0
X018795,34002,32732,32205,79833,58843,42266,0
X018796,2744,0,21265,20399,19970,19974,0
X018797,2478,1610,880,206,549,562,0
X018798,46308,47406,48986,39441,15429,15163,0
X018799,104083,92201,85936,74149,69864,66073,0
X018800,0,0,253,329,958,0,0
X018801,1998,681,1199,690,2745,1241,0
X018802,35216,38231,38498,40613,40896,42244,0
X018803,83440,75059,64384,54877,46124,47330,0
X018804,134313,62491,62195,61707,57332,57509,0
X018805,118173,121657,125798,129157,130613,144342,0
X018806,3686,4361,259,0,287,372,0
X018807,0,0,0,0,157,243,0
X018808,72224,71579,72555,71026,29699,28854,0
X018809,10935,12526,16922,11733,13335,24880,0
X018810,31125,23719,24434,25985,26976,28262,0
X018811,6837,2641,4791,11971,0,4256,0
X018812,0,612,0,422,2010,552,0
X018813,217,194,178,187,155,193,1
X018814,45715,42744,39678,33191,34702,30136,0
X018815,142087,143517,141754,131559,94364,85884,0
X018816,100970,99625,101098,93590,79349,77333,1
X018817,82267,67687,53560,-8270,96791,81528,0
X018818,1948,105509,98008,94374,88204,78744,0
X018819,28519,28207,27422,26986,27123,4882.14,0
X018820,0,0,0,0,737,0,0
X018821,181995,111603,78234,0,2349,9458,0
X018822,179933,182345,176332,171603,162223,146031,1
X018823,2003,515,2451,0,0,0,0
X018824,639,22294,23789,24370,16835,3188,0
X018825,83895,81049,83069,60116,61143,62539,0
X018826,28164,29476,31472,33984,33256,34628,1
X018827,12112,11620,14866,14252,13705,15415,0
X018828,109659,110319,108455,102630,99984,92222,0
X018829,149312,152310,155490,158875,161989,165553,0
X018830,11875,13438,18731,26029,19982,15761,0
X018831,111565,110423,107547,97074,86195,87306,0
X018832,4159,2670,2548,2593,2544,0,0
X018833,20449,21677,18927,23326,17698,19972,0
X018834,34297,49838,26133,27462,28204,25798,0
X018835,4960,-168,-69,817,0,0,0
X018836,45017,44742,44220,43717,42784,43975,0
X018837,17496,19057,20800,18212,18121,16500,1
X018838,32662,35835,37808,42618,47129,59907,0
X018839,180110,192661,178455,180333,178837,182905,0
X018840,311,21160,1240,0,0,8762,0
X018841,3851,4691,5463,6312,7078,8942,1
X018842,0,0,0,0,0,0,0
X018843,50515,47076,46856,41861,41404,41361,0
X018844,762,184,397,163,197,148,0
X018845,18346,19803,21580,23146,23490,24860,0
X018846,85560,83663,78367,78871,80989,79119,0
X018847,123880,126834,127725,121911,81569,83194,0
X018848,43858,45406,46908,48850,51141,80985,0
X018849,-606,-566,-552,-694,-670,-648,0
X018850,140481,142983,188952,188810,187302,190346,0
X018851,15154,820,9789,8026,3360,1014,0
X018852,28588,27844,27089,26410,26765,27493,0
X018853,37042,17269,14830,16685,17706,0,0
X018854,69586,72806,77047,74386,76126,77947,0
X018855,27197,28298,29348,29643,29777,30586,0
X018856,14393,15787,17025,18710,19181,20438,0
X018857,52703,53693,54957,55991,57608,12673.76,1
X018858,369,1332,922,1612,2242,2168,0
X018859,64517,64763,65035,65204,65465,65654,0
X018860,129873,131550,133752,133278,101263,101520,0
X018861,117201,101952,79572,39737,-1469,0,0
X018862,21031,24380,23625,24792,26101,28625,0
X018863,0,45037,936,4846,5442,5855,1
X018864,106563,107291,111428,114078,115713,118717,0
X018865,98655,100232,50426,50054,0,0,0
X018866,6269,0,0,0,0,0,0
X018867,165287,165642,165971,164542,121557,121129,0
X018868,197149,194371,189916,185477,181165,85147.55,1
X018869,23502,23966,21944,22000,21063,25813,1
X018870,4878,4663,6991,6663,4007,4003,0
X018871,20686,22338,21286,14841,12306,10477,0
X018872,18141,6942,26822,23220,20846,17506,0
X018873,10,1040,804,738,-323,945,0
X018874,50468,30387,27656,28164,28386,28603,0
X018875,3731,5002,4697,6092,6714,6884,0
X018876,49317,4715,5385,4305,2550,34570,0
X018877,44981,11486,-61461,3903,411,467,1
X018878,45373,42521,37071,29189,20249,22580,0
X018879,70617,66319,58490,47893,40027,44363,0
X018880,0,0,0,0,0,0,0
X018881,2872,2645,3238,21824,15300,15918,0
X018882,51016,50761,48778,48790,9360,9642,0
X018883,4778,2063,5907,1757,1652,520,0
X018884,0,0,0,0,0,0,0
X018885,15150,6585,6636,8658,28390,-122,0
X018886,32445,30887,31274,23309,4447,6424,0
X018887,139911,140009,125222,126497,126293,110035,0
X018888,-43,30,-11,51,1864,1,0
X018889,167647,108248,111420,61576,0,0,0
X018890,296896,302874,299175,305166,262428,254399,0
X018891,205746,196848,191758,178594,170170,161856,1
X018892,75825,69447,67063,28032,12791,4127,0
X018893,171477,167157,180581,176106,184566,189522,1
X018894,0,0,0,0,0,0,0
X018895,24687,22539,21366,14784,18650,25205,0
X018896,6804,0,0,0,0,0,0
X018897,245,343,-104,342,538,379,0
X018898,36515,33619,8108,19215,35982,18954,0
X018899,107947,6447,6378,138447,140504,141032,0
X018900,6002,5713,8428,8131,5091,610.92,1
X018901,89292,90830,96233,87778,80033,77046,0
X018902,112842,113233,108518,110823,111882,111805,0
X018903,1005,1647,767,900,864,1585,0
X018904,7552,15647,18856,9505,5074,6120,0
X018905,9702,11667,18168,57753,49554,53404,0
X018906,182,0,0,0,0,0,0
X018907,37124,23586,12273,13775,12461,34392,0
X018908,24182,8711,6199,2516,0,0,0
X018909,5875,4342,3610,7470,2700,9513,0
X018910,842,671,787,797,745,348,0
X018911,656,616,689,503,512,333,0
X018912,48174,41581,42672,43357,44336,45102,0
X018913,308,4252,3531,252,5233,8250,0
X018914,45545,47883,46803,45846,48255,48424,0
X018915,60149,58424,59826,61012,61998,6819.78,0
X018916,0,210,1011,2500,1562,554,0
X018917,17321,8593,4807,8972,11800,10002,0
X018918,4189,5916,7670,8748,10155,11209,1
X018919,155286,159368,163625,166086,168614,171852,1
X018920,65821,55943,46433,36148,25722,16776,1
X018921,2220,0,0,0,0,229,0
X018922,62187,46519,43570,45513,46531,47725,0
X018923,202206,205059,0,0,0,0,0
X018924,20202,65043,61586,62815,57383,53325,0
